# Current_8500.csv run at 2000-09-01 12:00:00 PDT on 9883 links
link_name,currA_real,currA_imag,currB_real,currB_imag,currC_real,currC_imag
Tpx323267B0,-45.069617,-0.241842,45.069617,0.241842,0.000000,0.000000
Tpx323273B0,-45.203959,-0.207924,45.203959,0.207924,0.000000,0.000000
Tpx323274B0,-27.060134,-0.118234,27.060134,0.118234,0.000000,0.000000
Tpx323275B0,-45.312887,-0.180125,45.312887,0.180125,0.000000,0.000000
Tpx323277B0,-18.043532,-0.065353,18.043532,0.065353,0.000000,0.000000
Tpx323279B0,-27.186116,-0.085931,27.186116,0.085931,0.000000,0.000000
Tpx323280B0,-45.422633,-0.152063,45.422633,0.152063,0.000000,0.000000
Tpx323282B0,-66.637335,-2.339492,66.637335,2.339492,0.000000,0.000000
Tpx323283B0,-66.606343,-2.346360,66.606343,2.346360,-0.000000,0.000000
Tpx323284B0,-44.284199,-1.545534,44.284199,1.545534,0.000000,0.000000
Tpx323285B0,-44.288208,-1.544855,44.288208,1.544855,0.000000,0.000000
Tpx323286B0,-26.522771,-0.917338,26.522771,0.917338,0.000000,-0.000000
Tpx323287B0,-26.523772,-0.916936,26.523772,0.916936,0.000000,0.000000
Tpx323387B0,-45.548887,-0.119549,45.548887,0.119549,0.000000,0.000000
Tpx323388B0,-45.550744,-0.119070,45.550744,0.119070,0.000000,0.000000
Tpx323389B0,-45.552735,-0.118556,45.552735,0.118556,0.000000,0.000000
Tpx323391B0,-68.500542,-0.208319,68.500542,0.208319,-0.000000,0.000000
Tpx323392B0,-45.541580,-0.121472,45.541580,0.121472,0.000000,0.000000
Tpx323394B0,-68.469496,-0.216245,68.469496,0.216245,0.000000,0.000000
Tpx323397B0,-45.456970,-0.143238,45.456970,0.143238,0.000000,0.000000
Tpx323398B0,-27.223626,-0.076212,27.223626,0.076212,0.000000,0.000000
Tpx323399B0,-27.224608,-0.075958,27.224608,0.075958,0.000000,0.000000
Tpx323400B0,-27.227050,-0.075324,27.227050,0.075324,0.000000,0.000000
Tpx323403B0,-27.174328,-0.088809,27.174328,0.088809,0.000000,0.000000
Tpx323418A0,22.083118,-33.429097,-22.083118,33.429097,0.000000,0.000000
Tpx325245B0,-18.113597,-0.047187,18.113597,0.047187,0.000000,0.000000
Tpx325472B0,-27.184793,-0.086108,27.184793,0.086108,0.000000,0.000000
Tpx325473B0,-27.059321,-0.118291,27.059321,0.118291,0.000000,0.000000
Tpx325474B0,-44.303441,-1.541437,44.303441,1.541437,0.000000,0.000000
Tpx328363B0,-64.277895,-5.224281,64.277895,5.224281,0.000000,0.000000
Tpx328364C0,16.208192,42.051273,-16.208192,-42.051273,0.000000,0.000000
Tpx328365B0,-68.489511,-5.908251,68.489511,5.908251,0.000000,0.000000
Tpx328367C0,6.415520,16.786201,-6.415520,-16.786201,0.000000,0.000000
Tpx330121B0,-17.015023,-2.208862,17.015023,2.208862,0.000000,0.000000
Tpx330122B0,-25.572248,-3.323544,25.572248,3.323544,0.000000,0.000000
Tpx337614B0,-45.176239,-4.900148,45.176239,4.900148,0.000000,0.000000
Tpx337619A0,26.002783,-34.015881,-26.002783,34.015881,0.000000,0.000000
Tpx337619B0,-45.218730,-4.898224,45.218730,4.898224,0.000000,0.000000
Tpx337619C0,15.828188,42.225018,-15.828188,-42.225018,0.000000,0.000000
Tpx337623C0,9.905598,25.797384,-9.905598,-25.797384,0.000000,0.000000
Tpx337624C0,6.604582,17.192041,-6.604582,-17.192041,0.000000,0.000000
Tpx337625C0,16.596708,43.194888,-16.596708,-43.194888,0.000000,0.000000
Tpx337626C0,16.601830,43.202033,-16.601830,-43.202033,0.000000,0.000000
Tpx337627C0,16.608876,43.211860,-16.608876,-43.211860,0.000000,0.000000
Tpx337628C0,16.608793,43.211447,-16.608793,-43.211447,0.000000,0.000000
Tpx337629C0,16.601945,43.202206,-16.601945,-43.202206,0.000000,0.000000
Tpx337630C0,9.957341,25.869379,-9.957341,-25.869379,0.000000,0.000000
Tpx337631C0,6.638243,17.238746,-6.638243,-17.238746,0.000000,0.000000
Tpx337632C0,9.977727,25.897782,-9.977727,-25.897782,0.000000,0.000000
Tpx337633C0,9.984717,25.907586,-9.984717,-25.907586,0.000000,0.000000
Tpx337634C0,16.676014,43.305852,-16.676014,-43.305852,0.000000,0.000000
Tpx337635C0,6.657992,17.266316,-6.657992,-17.266316,0.000000,0.000000
Tpx337636C0,25.110111,65.237883,-25.110111,-65.237883,0.000000,0.000000
Tpx337641C0,9.994754,25.921535,-9.994754,-25.921535,0.000000,0.000000
Tpx337642C0,25.100564,65.223824,-25.100564,-65.223824,0.000000,0.000000
Tpx337643C0,9.997558,25.925449,-9.997558,-25.925449,0.000000,0.000000
Tpx337645B0,-44.267397,-0.468346,44.267397,0.468346,0.000000,0.000000
Tpx337646B0,-44.268202,-0.468002,44.268202,0.468002,0.000000,0.000000
Tpx337647A0,21.896637,-33.521668,-21.896637,33.521668,0.000000,0.000000
Tpx337648B0,-44.222110,-0.489206,44.222110,0.489206,0.000000,0.000000
Tpx337650A0,13.144349,-20.020106,-13.144349,20.020106,0.000000,0.000000
Tpx337652B0,-44.185759,-0.506359,44.185759,0.506359,0.000000,0.000000
Tpx337653B0,-66.378099,-0.817746,66.378099,0.817746,0.000000,0.000000
Tpx337654C0,10.836728,25.204162,-10.836728,-25.204162,0.000000,0.000000
Tpx337655C0,10.836098,25.203576,-10.836098,-25.203576,0.000000,0.000000
Tpx337659C0,18.274311,42.165209,-18.274311,-42.165209,0.000000,0.000000
Tpx337660C0,18.279179,42.171429,-18.279179,-42.171429,0.000000,0.000000
Tpx337661B0,-44.426923,-0.396761,44.426923,0.396761,0.000000,0.000000
Tpx337665B0,-26.622245,-0.220832,26.622245,0.220832,0.000000,0.000000
Tpx337666B0,-44.457569,-0.381348,44.457569,0.381348,0.000000,0.000000
Tpx337668B0,-66.938345,-0.558917,66.938345,0.558917,0.000000,0.000000
Tpx337669A0,21.955893,-33.567436,-21.955893,33.567436,0.000000,0.000000
Tpx337671A0,13.203573,-20.062870,-13.203573,20.062870,0.000000,0.000000
Tpx337672B0,-26.797972,-0.138906,26.797972,0.138906,0.000000,0.000000
Tpx337673A0,21.998491,-33.604045,-21.998491,33.604045,0.000000,-0.000000
Tpx337674A0,22.001496,-33.613058,-22.001496,33.613058,0.000000,0.000000
Tpx337675A0,22.003051,-33.617699,-22.003051,33.617699,0.000000,0.000000
Tpx337676A0,22.004213,-33.621160,-22.004213,33.621160,0.000000,0.000000
Tpx337677A0,22.005351,-33.624548,-22.005351,33.624548,0.000000,0.000000
Tpx337678A0,22.005479,-33.624928,-22.005479,33.624928,0.000000,0.000000
Tpx337679A0,13.209558,-20.080365,-13.209558,20.080365,0.000000,0.000000
Tpx337684A0,21.972182,-33.568247,-21.972182,33.568247,0.000000,0.000000
Tpx337687B0,-26.860677,-0.121784,26.860677,0.121784,0.000000,0.000000
Tpx337688B0,-26.909575,-0.109290,26.909575,0.109290,0.000000,0.000000
Tpx337689B0,-44.955783,-0.191391,44.955783,0.191391,0.000000,0.000000
Tpx337690B0,-44.955437,-0.191480,44.955437,0.191480,0.000000,0.000000
Tpx337691B0,-26.926247,-0.105048,26.926247,0.105048,0.000000,0.000000
Tpx337692B0,-17.931834,-0.062455,17.931834,0.062455,0.000000,0.000000
Tpx337693B0,-26.970738,-0.093659,26.970738,0.093659,0.000000,0.000000
Tpx337694B0,-26.996128,-0.087145,26.996128,0.087145,0.000000,0.000000
Tpx337695B0,-27.009170,-0.083794,27.009170,0.083794,0.000000,0.000000
Tpx337696B0,-27.072770,-0.067753,27.072770,0.067753,0.000000,0.000000
Tpx337697B0,-45.213816,-0.126315,45.213816,0.126315,0.000000,0.000000
Tpx337698B0,-18.018743,-0.040280,18.018743,0.040280,0.000000,0.000000
Tpx337699B0,-45.327368,-0.097432,45.327368,0.097432,0.000000,0.000000
Tpx337700B0,-45.367512,-0.087086,45.367512,0.087086,0.000000,0.000000
Tpx337701B0,-45.382335,-0.080616,45.382335,0.080616,0.000000,0.000000
Tpx337702B0,-45.403721,-0.071274,45.403721,0.071274,0.000000,0.000000
Tpx337703B0,-27.202745,-0.027334,27.202745,0.027334,0.000000,0.000000
Tpx337704B0,-45.460819,-0.046293,45.460819,0.046293,0.000000,0.000000
Tpx337705B0,-45.446641,-0.052501,45.446641,0.052501,0.000000,0.000000
Tpx337706B0,-45.474825,-0.040158,45.474825,0.040158,0.000000,0.000000
Tpx337707B0,-45.500009,-0.029117,45.500009,0.029117,0.000000,0.000000
Tpx337708B0,-27.251409,-0.005863,27.251409,0.005863,0.000000,0.000000
Tpx337709B0,-27.256691,-0.003528,27.256691,0.003528,0.000000,0.000000
Tpx337710B0,-45.533821,-0.014272,45.533821,0.014272,0.000000,0.000000
Tpx337712C0,10.793253,25.193273,-10.793253,-25.193273,0.000000,0.000000
Tpx337713C0,10.792984,25.193023,-10.792984,-25.193023,0.000000,0.000000
Tpx337714C0,27.102008,63.375951,-27.102008,-63.375951,0.000000,0.000000
Tpx337715A0,13.112911,-19.999041,-13.112911,19.999041,0.000000,0.000000
Tpx337716A0,13.368853,-20.721368,-13.368853,20.721368,0.000000,0.000000
Tpx337717A0,13.366685,-20.714972,-13.366685,20.714972,0.000000,0.000000
Tpx337718A0,8.875634,-13.843813,-8.875634,13.843813,0.000000,0.000000
Tpx337720A0,13.364794,-20.709302,-13.364794,20.709302,0.000000,0.000000
Tpx337722A0,22.251000,-34.652975,-22.251000,34.652975,0.000000,0.000000
Tpx337723A0,13.337499,-20.627190,-13.337499,20.627190,0.000000,0.000000
Tpx337724A0,13.342519,-20.642255,-13.342519,20.642255,0.000000,0.000000
Tpx337728A0,13.365416,-20.711171,-13.365416,20.711171,0.000000,0.000000
Tpx337729A0,10.363719,-13.570413,-10.363719,13.570413,0.000000,0.000000
Tpx337729B0,-45.216548,-4.898149,45.216548,4.898149,0.000000,0.000000
Tpx337729C0,6.319575,16.837332,-6.319575,-16.837332,0.000000,0.000000
Tpx338893A0,22.080099,-33.420223,-22.080099,33.420223,0.000000,0.000000
Tpx338894A0,8.804168,-13.337800,-8.804168,13.337800,0.000000,0.000000
Tpx338896A0,13.256312,-19.966001,-13.256312,19.966001,0.000000,0.000000
Tpx338897A0,13.253291,-19.956822,-13.253291,19.956822,0.000000,0.000000
Tpx338898A0,13.218327,-19.936690,-13.218327,19.936690,0.000000,0.000000
Tpx338899C0,10.468794,24.812360,-10.468794,-24.812360,0.000000,0.000000
Tpx338900A0,13.181451,-19.922237,-13.181451,19.922237,0.000000,0.000000
Tpx338908C0,6.982285,16.541972,-6.982285,-16.541972,0.000000,0.000000
Tpx338910C0,17.493332,41.494363,-17.493332,-41.494363,0.000000,0.000000
Tpx338913B0,-44.243386,-0.450504,44.243386,0.450504,0.000000,0.000000
Tpx338915C0,10.485783,24.853407,-10.485783,-24.853407,-0.000000,0.000000
Tpx338917A0,13.107004,-19.884752,-13.107004,19.884752,0.000000,0.000000
Tpx338918A0,8.707152,-13.289159,-8.707152,13.289159,0.000000,0.000000
Tpx338919A0,13.107748,-19.886937,-13.107748,19.886937,0.000000,0.000000
Tpx338920A0,13.107657,-19.886668,-13.107657,19.886668,0.000000,0.000000
Tpx338921A0,8.702680,-13.285972,-8.702680,13.285972,0.000000,0.000000
Tpx338922B0,-43.862290,-0.538116,43.862290,0.538116,0.000000,0.000000
Tpx338923C0,35.195001,83.655975,-35.195001,-83.655975,0.000000,0.000000
Tpx338924C0,10.498911,24.883780,-10.498911,-24.883780,0.000000,0.000000
Tpx338925A0,13.055355,-19.848299,-13.055355,19.848299,0.000000,0.000000
Tpx338926A0,13.033209,-19.829536,-13.033209,19.829536,0.000000,0.000000
Tpx338927A0,21.678496,-33.174345,-21.678496,33.174345,0.000000,0.000000
Tpx338930B0,-17.271217,-0.246559,17.271217,0.246559,0.000000,0.000000
Tpx338931C0,26.409949,62.680022,-26.409949,-62.680022,0.000000,0.000000
Tpx338932C0,10.527199,24.934441,-10.527199,-24.934441,0.000000,0.000000
Tpx338933B0,-65.348797,-0.817001,65.348797,0.817001,0.000000,0.000000
Tpx338934B0,-26.017332,-0.321464,26.017332,0.321464,0.000000,0.000000
Tpx338935B0,-25.958211,-0.374312,25.958211,0.374312,0.000000,0.000000
Tpx338936C0,17.502865,41.564249,-17.502865,-41.564249,0.000000,-0.000000
Tpx338937C0,17.524248,41.684671,-17.524248,-41.684671,0.000000,0.000000
Tpx338941C0,10.577159,25.127961,-10.577159,-25.127961,0.000000,0.000000
Tpx338942A0,21.840713,-33.485810,-21.840713,33.485810,0.000000,0.000000
Tpx338943C0,17.692722,42.091744,-17.692722,-42.091744,0.000000,0.000000
Tpx338944C0,7.031368,16.695356,-7.031368,-16.695356,0.000000,0.000000
Tpx338945A0,21.573827,-32.932749,-21.573827,32.932749,0.000000,0.000000
Tpx338947B0,-43.581680,-0.744152,43.581680,0.744152,0.000000,0.000000
Tpx338949B0,-26.121789,-0.429016,26.121789,0.429016,0.000000,0.000000
Tpx338950B0,-43.671318,-0.705040,43.671318,0.705040,0.000000,0.000000
Tpx338953B0,-43.859280,-0.634741,43.859280,0.634741,0.000000,0.000000
Tpx338954A0,21.842471,-33.481302,-21.842471,33.481302,0.000000,0.000000
Tpx338955B0,-43.988476,-0.589403,43.988476,0.589403,0.000000,0.000000
Tpx338956A0,21.858550,-33.490715,-21.858550,33.490715,0.000000,0.000000
Tpx338957C0,7.229499,16.807907,-7.229499,-16.807907,0.000000,0.000000
Tpx338958C0,18.121673,42.170273,-18.121673,-42.170273,0.000000,0.000000
Tpx338959C0,18.130788,42.182109,-18.130788,-42.182109,-0.000000,-0.000000
Tpx338960C0,18.132055,42.183736,-18.132055,-42.183736,0.000000,0.000000
Tpx338961C0,18.133672,42.185816,-18.133672,-42.185816,0.000000,0.000000
Tpx338962C0,18.138520,42.192209,-18.138520,-42.192209,0.000000,0.000000
Tpx338963C0,10.861683,25.244556,-10.861683,-25.244556,0.000000,0.000000
Tpx338964C0,27.293414,63.524266,-27.293414,-63.524266,0.000000,0.000000
Tpx338965A0,21.523890,-32.608974,-21.523890,32.608974,0.000000,0.000000
Tpx338966C0,17.287507,41.387968,-17.287507,-41.387968,0.000000,0.000000
Tpx338967C0,17.288522,41.388934,-17.288522,-41.388934,0.000000,0.000000
Tpx338968C0,25.847351,62.162187,-25.847351,-62.162187,0.000000,0.000000
Tpx338969A0,32.324790,-48.724017,-32.324790,48.724017,0.000000,0.000000
Tpx338970A0,21.478241,-32.312254,-21.478241,32.312254,0.000000,0.000000
Tpx338972B0,-44.316430,-1.116436,44.316430,1.116436,0.000000,0.000000
Tpx338973A0,34.377808,-51.331934,-34.377808,51.331934,0.000000,0.000000
Tpx338975A0,13.717832,-20.389060,-13.717832,20.389060,0.000000,0.000000
Tpx338976B0,-26.304697,-0.805692,26.304697,0.805692,0.000000,0.000000
Tpx338977A0,9.092042,-13.397547,-9.092042,13.397547,0.000000,0.000000
Tpx338977B0,-17.421982,-0.607307,17.421982,0.607307,0.000000,0.000000
Tpx338977C0,6.772936,16.534897,-6.772936,-16.534897,0.000000,0.000000
Tpx338978C0,16.885481,41.472561,-16.885481,-41.472561,0.000000,0.000000
Tpx338979B0,-17.379572,-0.720246,17.379572,0.720246,0.000000,0.000000
Tpx338981B0,-43.679461,-1.728533,43.679461,1.728533,0.000000,0.000000
Tpx338982B0,-43.727332,-1.667283,43.727332,1.667283,0.000000,0.000000
Tpx338983B0,-8.724895,-0.327313,8.724895,0.327313,0.000000,0.000000
Tpx338984A0,22.935483,-33.277211,-22.935483,33.277211,0.000000,0.000000
Tpx338985A0,13.689504,-20.147525,-13.689504,20.147525,0.000000,0.000000
Tpx338986A0,22.809597,-33.749817,-22.809597,33.749817,0.000000,0.000000
Tpx338987A0,9.094858,-13.470407,-9.094858,13.470407,0.000000,0.000000
Tpx338988A0,9.095101,-13.471102,-9.095101,13.471102,0.000000,0.000000
Tpx338989A0,4.529577,-6.710626,-4.529577,6.710626,0.000000,0.000000
Tpx338990B0,-88.341836,-3.322325,88.341836,3.322325,0.000000,0.000000
Tpx338992B0,-26.322983,-0.962267,26.322983,0.962267,0.000000,0.000000
Tpx338993B0,-26.312609,-0.964424,26.312609,0.964424,0.000000,0.000000
Tpx338994B0,-88.362729,-3.319659,88.362729,3.319659,0.000000,0.000000
Tpx338995B0,-17.492291,-0.642122,17.492291,0.642122,0.000000,0.000000
Tpx338997B0,-88.350846,-3.320428,88.350846,3.320428,0.000000,0.000000
Tpx338998B0,-43.959135,-1.618175,43.959135,1.618175,0.000000,0.000000
Tpx338999B0,-17.517278,-0.636711,17.517278,0.636711,0.000000,0.000000
Tpx339001B0,-17.516788,-0.636819,17.516788,0.636819,0.000000,-0.000000
Tpx339002B0,-26.328259,-0.961071,26.328259,0.961071,0.000000,0.000000
Tpx339003B0,-66.114855,-2.454653,66.114855,2.454653,0.000000,0.000000
Tpx339004B0,-44.318918,-1.537730,44.318918,1.537730,0.000000,0.000000
Tpx339005B0,-66.645531,-2.337472,66.645531,2.337472,0.000000,0.000000
Tpx339006B0,-44.208130,-1.562749,44.208130,1.562749,0.000000,0.000000
Tpx339007B0,-44.204057,-1.563581,44.204057,1.563581,0.000000,0.000000
Tpx339008B0,-26.442674,-0.935288,26.442674,0.935288,0.000000,0.000000
Tpx339010B0,-88.518070,-3.285653,88.518070,3.285653,0.000000,0.000000
Tpx339011B0,-26.420567,-0.940337,26.420567,0.940337,0.000000,0.000000
Tpx339012B0,-44.091424,-1.588653,44.091424,1.588653,0.000000,0.000000
Tpx339013B0,-26.419985,-0.940468,26.419985,0.940468,0.000000,0.000000
Tpx339016B0,-44.094588,-1.588008,44.094588,1.588008,0.000000,0.000000
Tpx339017C0,10.078180,24.782903,-10.078180,-24.782903,0.000000,0.000000
Tpx339018A0,13.771097,-19.874669,-13.771097,19.874669,0.000000,0.000000
Tpx339019A0,13.770914,-19.874150,-13.770914,19.874150,0.000000,0.000000
Tpx339020A0,9.148687,-13.283357,-9.148687,13.283357,0.000000,0.000000
Tpx339021A0,22.945437,-33.286078,-22.945437,33.286078,0.000000,0.000000
Tpx339042B0,-42.753641,-3.459429,42.753641,3.459429,0.000000,0.000000
Tpx339043C0,16.344140,41.698551,-16.344140,-41.698551,0.000000,0.000000
Tpx339044C0,9.788162,24.952087,-9.788162,-24.952087,0.000000,0.000000
Tpx339046A0,23.043449,-32.275028,-23.043449,32.275028,0.000000,0.000000
Tpx339047A0,22.990310,-32.628118,-22.990310,32.628118,0.000000,0.000000
Tpx339048A0,13.790868,-19.519840,-13.790868,19.519840,0.000000,0.000000
Tpx339049A0,22.989672,-32.626398,-22.989672,32.626398,0.000000,0.000000
Tpx339051C0,16.677430,41.558004,-16.677430,-41.558004,0.000000,0.000000
Tpx339052C0,25.048063,62.554601,-25.048063,-62.554601,0.000000,0.000000
Tpx339097B0,-26.317769,-0.963109,26.317769,0.963109,0.000000,0.000000
Tpx346639C0,7.895701,25.697657,-7.895701,-25.697657,0.000000,0.000000
Tpx350993C0,9.783610,25.626255,-9.783610,-25.626255,0.000000,0.000000
Tpx350994C0,24.568866,64.473953,-24.568866,-64.473953,0.000000,0.000000
Tpx351019C0,9.643077,25.428520,-9.643077,-25.428520,0.000000,0.000000
Tpx351020C0,16.159965,42.579854,-16.159965,-42.579854,0.000000,0.000000
Tpx351021C0,9.678371,25.478374,-9.678371,-25.478374,0.000000,0.000000
Tpx354851B0,-44.633525,0.011434,44.633525,-0.011434,0.000000,0.000000
Tpx355358B0,-17.640465,-0.023811,17.640465,0.023811,0.000000,0.000000
Tpx355359B0,-26.513227,-0.040144,26.513227,0.040144,0.000000,0.000000
Tpx355375A0,21.949440,-34.365226,-21.949440,34.365226,0.000000,0.000000
Tpx355376B0,-17.638450,-0.024356,17.638450,0.024356,0.000000,0.000000
Tpx355431C0,26.725920,63.077844,-26.725920,-63.077844,0.000000,0.000000
Tpx355432C0,26.721799,63.072470,-26.721799,-63.072470,0.000000,0.000000
Tpx355433C0,35.683742,84.321343,-35.683742,-84.321343,0.000000,-0.000000
Tpx355437C0,17.763360,41.910342,-17.763360,-41.910342,0.000000,0.000000
Tpx355438C0,17.761415,41.907808,-17.761415,-41.907808,0.000000,0.000000
Tpx355584B0,-44.294025,-0.077603,44.294025,0.077603,0.000000,0.000000
Tpx355585B0,-26.564167,-0.028767,26.564167,0.028767,0.000000,0.000000
Tpx355586B0,-44.432980,-0.043355,44.432980,0.043355,0.000000,0.000000
Tpx355587B0,-44.467380,-0.034689,44.467380,0.034689,0.000000,0.000000
Tpx355588B0,-26.641566,-0.009741,26.641566,0.009741,0.000000,0.000000
Tpx355589B0,-44.492584,-0.028330,44.492584,0.028330,0.000000,0.000000
Tpx355590B0,-26.644251,-0.009103,26.644251,0.009103,0.000000,0.000000
Tpx355591B0,-44.495544,-0.027581,44.495544,0.027581,0.000000,0.000000
Tpx355592B0,-44.538027,-0.015329,44.538027,0.015329,0.000000,0.000000
Tpx355593B0,-26.665147,-0.003910,26.665147,0.003910,0.000000,0.000000
Tpx355595B0,-17.758755,0.006351,17.758755,-0.006351,0.000000,0.000000
Tpx355596B0,-26.692244,0.005325,26.692244,-0.005325,0.000000,0.000000
Tpx355597B0,-26.692757,0.005460,26.692757,-0.005460,0.000000,0.000000
Tpx355598B0,-44.599483,0.002556,44.599483,-0.002556,0.000000,0.000000
Tpx355599B0,-44.634143,0.011597,44.634143,-0.011597,0.000000,0.000000
Tpx355600B0,-44.626650,0.009641,44.626650,-0.009641,0.000000,0.000000
Tpx355601B0,-26.720199,0.012670,26.720199,-0.012670,0.000000,0.000000
Tpx355602B0,-26.712324,0.010599,26.712324,-0.010599,0.000000,0.000000
Tpx355603B0,-67.090787,-0.016248,67.090787,0.016248,0.000000,0.000000
Tpx355604B0,-26.718416,0.012203,26.718416,-0.012203,0.000000,0.000000
Tpx355605B0,-44.617857,0.007351,44.617857,-0.007351,0.000000,0.000000
Tpx355606B0,-26.715898,0.011541,26.715898,-0.011541,0.000000,0.000000
Tpx355607B0,-44.612905,0.006058,44.612905,-0.006058,0.000000,0.000000
Tpx355618B0,-44.499205,-0.027081,44.499205,0.027081,0.000000,0.000000
Tpx355767B0,-66.089746,-0.242564,66.089746,0.242564,0.000000,0.000000
Tpx355768B0,-43.957434,-0.143578,43.957434,0.143578,0.000000,0.000000
Tpx355773A0,21.768971,-34.068729,-21.768971,34.068729,0.000000,0.000000
Tpx355777B0,-43.965868,-0.143540,43.965868,0.143540,0.000000,0.000000
Tpx355778C0,7.079965,16.683406,-7.079965,-16.683406,0.000000,0.000000
Tpx355779C0,10.619576,25.034433,-10.619576,-25.034433,0.000000,0.000000
Tpx355780B0,-44.054414,-0.126423,44.054414,0.126423,0.000000,0.000000
Tpx355840B0,-43.710481,-0.307721,43.710481,0.307721,0.000000,0.000000
Tpx355842A0,21.714698,-33.891568,-21.714698,33.891568,0.000000,0.000000
Tpx355843A0,8.663992,-13.543010,-8.663992,13.543010,0.000000,0.000000
Tpx355933A0,8.655763,-13.495282,-8.655763,13.495282,0.000000,0.000000
Tpx355934A0,8.655743,-13.495222,-8.655743,13.495222,0.000000,0.000000
Tpx355935A0,13.033096,-20.196966,-13.033096,20.196966,0.000000,0.000000
Tpx355936A0,32.654999,-50.832484,-32.654999,50.832484,0.000000,0.000000
Tpx355937A0,21.692270,-33.764998,-21.692270,33.764998,0.000000,0.000000
Tpx355938A0,13.019555,-20.156286,-13.019555,20.156286,0.000000,0.000000
Tpx355942A0,21.683314,-33.737575,-21.683314,33.737575,0.000000,0.000000
Tpx355943C0,17.614691,41.764879,-17.614691,-41.764879,0.000000,0.000000
Tpx355944B0,-43.638074,-0.361493,43.638074,0.361493,0.000000,0.000000
Tpx356007A0,13.044824,-20.232296,-13.044824,20.232296,0.000000,0.000000
Tpx356008A0,13.044868,-20.232489,-13.044868,20.232489,0.000000,0.000000
Tpx356009A0,13.044071,-20.230075,-13.044071,20.230075,0.000000,0.000000
Tpx356010A0,21.726905,-33.871179,-21.726905,33.871179,0.000000,0.000000
Tpx356011A0,13.042818,-20.226404,-13.042818,20.226404,0.000000,0.000000
Tpx356012A0,13.042196,-20.224402,-13.042196,20.224402,0.000000,0.000000
Tpx356013A0,21.722798,-33.858526,-21.722798,33.858526,0.000000,0.000000
Tpx356014A0,8.660327,-13.509367,-8.660327,13.509367,0.000000,0.000000
Tpx356015A0,21.716170,-33.838192,-21.716170,33.838192,0.000000,0.000000
Tpx356062B0,-43.989630,-0.136284,43.989630,0.136284,0.000000,0.000000
Tpx356063C0,10.661897,25.102649,-10.661897,-25.102649,0.000000,0.000000
Tpx356064B0,-44.104811,-0.110629,44.104811,0.110629,0.000000,0.000000
Tpx356065B0,-26.411056,-0.059395,26.411056,0.059395,0.000000,0.000000
Tpx356787C0,13.545164,43.469144,-13.545164,-43.469144,0.000000,0.000000
Tpx356788C0,5.409293,17.333444,-5.409293,-17.333444,0.000000,0.000000
Tpx356789C0,8.111933,26.008764,-8.111933,-26.008764,0.000000,0.000000
Tpx356790C0,5.408251,17.332256,-5.408251,-17.332256,0.000000,0.000000
Tpx356791C0,20.353022,65.413196,-20.353022,-65.413196,0.000000,0.000000
Tpx356793C0,24.320695,62.938033,-24.320695,-62.938033,0.000000,0.000000
Tpx356794C0,16.174155,41.816676,-16.174155,-41.816676,0.000000,0.000000
Tpx356795C0,16.171950,41.813615,-16.171950,-41.813615,0.000000,0.000000
Tpx356796C0,16.170364,41.811413,-16.170364,-41.811413,0.000000,0.000000
Tpx356797C0,16.165670,41.804709,-16.165670,-41.804709,0.000000,0.000000
Tpx356798C0,16.166264,41.805305,-16.166264,-41.805305,0.000000,0.000000
Tpx356800A0,25.773210,-35.025871,-25.773210,35.025871,0.000000,0.000000
Tpx356801A0,15.472676,-20.912929,-15.472676,20.912929,0.000000,0.000000
Tpx356802A0,25.787568,-35.061951,-25.787568,35.061951,0.000000,0.000000
Tpx356803A0,25.789931,-35.067892,-25.789931,35.067892,0.000000,0.000000
Tpx356804A0,25.792770,-35.075032,-25.792770,35.075032,0.000000,0.000000
Tpx356805A0,15.478760,-20.927916,-15.478760,20.927916,0.000000,0.000000
Tpx356807A0,25.799259,-35.091296,-25.799259,35.091296,0.000000,0.000000
Tpx356808A0,38.821655,-52.760288,-38.821655,52.760288,0.000000,0.000000
Tpx356809A0,25.800517,-34.585220,-25.800517,34.585220,0.000000,0.000000
Tpx356810C0,6.397271,16.791131,-6.397271,-16.791131,0.000000,0.000000
Tpx356811A0,25.800864,-34.585913,-25.800864,34.585913,0.000000,0.000000
Tpx356814C0,15.982023,42.116504,-15.982023,-42.116504,0.000000,0.000000
Tpx356815A0,25.826558,-34.377659,-25.826558,34.377659,0.000000,0.000000
Tpx391736B0,-27.509040,-2.718878,27.509040,2.718878,0.000000,0.000000
Tpx391737B0,-45.946642,-4.555011,45.946642,4.555011,0.000000,0.000000
Tpx391738B0,-18.299363,-1.805937,18.299363,1.805937,0.000000,0.000000
Tpx391739B0,-45.939154,-4.556288,45.939154,4.556288,0.000000,0.000000
Tpx391740B0,-18.300867,-1.805744,18.300867,1.805744,0.000000,0.000000
Tpx391741B0,-45.950998,-4.554452,45.950998,4.554452,0.000000,0.000000
Tpx391742B0,-45.950999,-4.554463,45.950999,4.554463,0.000000,0.000000
Tpx391743B0,-45.888005,-4.563920,45.888005,4.563920,0.000000,0.000000
Tpx391744B0,-45.907166,-4.561015,45.907166,4.561015,0.000000,0.000000
Tpx391745B0,-45.884816,-4.564400,45.884816,4.564400,0.000000,0.000000
Tpx391746B0,-18.279284,-1.809041,18.279284,1.809041,0.000000,0.000000
Tpx391747B0,-45.883400,-4.564509,45.883400,4.564509,0.000000,0.000000
